,from_name,from,to_name,to,P
230,GWADAR,"[62.34168, 25.112453333333335]",CHIWAN,"[113.8946, 22.455883333333333]",1.24E-05
231,IRAKLION,"[25.14719, 35.344795]",DALIAN,"[121.98408, 38.90600333333333]",1.75E-08
232,RAS LANUF,"[18.406158333333334, 30.700923333333332]",ZHOUSHAN,"[122.10661333333333, 29.904]",3.32E-05
233,RAS LANUF,"[18.406158333333334, 30.700923333333332]",QINGDAO,"[120.25705666666667, 36.08946666666667]",9.90E-07
234,TUTUNCIFTLIK,"[29.756711666666668, 40.741573333333335]",DALIAN,"[121.98408, 38.90600333333333]",1.85E-14
235,TSUKUMI,"[132.08812333333333, 33.13655333333333]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",2.30E-07
236,TSUKUMI,"[132.08812333333333, 33.13655333333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",2.14E-05
237,TSUKUMI,"[132.08812333333333, 33.13655333333333]",XINSHA,"[113.545415, 22.974033333333335]",5.16E-05
238,TSUKUMI,"[132.08812333333333, 33.13655333333333]",DALIAN,"[121.98408, 38.90600333333333]",7.94E-06
239,TSUKUMI,"[132.08812333333333, 33.13655333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",4.17E-05
240,TSUKUMI,"[132.08812333333333, 33.13655333333333]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",1.25E-06
241,TSUKUMI,"[132.08812333333333, 33.13655333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",5.14E-06
242,TSUKUMI,"[132.08812333333333, 33.13655333333333]",HUMEN,"[113.56296666666667, 22.871695]",1.36E-05
243,TSUKUMI,"[132.08812333333333, 33.13655333333333]",BAOSHAN,"[121.4827, 31.446695]",5.03E-06
244,TSUKUMI,"[132.08812333333333, 33.13655333333333]",YANTIAN,"[114.26794666666666, 22.57345]",6.26E-05
245,TSUKUMI,"[132.08812333333333, 33.13655333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",4.86E-05
246,TSUKUMI,"[132.08812333333333, 33.13655333333333]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",6.10E-07
247,TSUKUMI,"[132.08812333333333, 33.13655333333333]",CHIWAN,"[113.8946, 22.455883333333333]",0.000173707
248,TSUKUMI,"[132.08812333333333, 33.13655333333333]",NANSHA,"[113.68256166666667, 22.643306666666668]",2.47E-05
249,TSUKUMI,"[132.08812333333333, 33.13655333333333]",NINGBO,"[121.89526166666667, 29.93238]",1.49E-05
250,KOZMINO,"[132.95141666666666, 42.780483333333336]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",0.000146075
251,KOZMINO,"[132.95141666666666, 42.780483333333336]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",1.64E-05
252,KOZMINO,"[132.95141666666666, 42.780483333333336]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.001243953
253,KOZMINO,"[132.95141666666666, 42.780483333333336]",XINSHA,"[113.545415, 22.974033333333335]",0.000170151
254,KOZMINO,"[132.95141666666666, 42.780483333333336]",DALIAN,"[121.98408, 38.90600333333333]",6.20E-05
255,KOZMINO,"[132.95141666666666, 42.780483333333336]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.002305001
256,KOZMINO,"[132.95141666666666, 42.780483333333336]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",0.000851269
257,KOZMINO,"[132.95141666666666, 42.780483333333336]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000504847
258,KOZMINO,"[132.95141666666666, 42.780483333333336]",HUMEN,"[113.56296666666667, 22.871695]",0.00012547
259,KOZMINO,"[132.95141666666666, 42.780483333333336]",BAOSHAN,"[121.4827, 31.446695]",7.77E-05
260,KOZMINO,"[132.95141666666666, 42.780483333333336]",YANTIAN,"[114.26794666666666, 22.57345]",0.004111524
261,KOZMINO,"[132.95141666666666, 42.780483333333336]",SHANGHAI,"[121.7305, 31.308273333333332]",0.001091726
262,KOZMINO,"[132.95141666666666, 42.780483333333336]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",0.000541049
263,KOZMINO,"[132.95141666666666, 42.780483333333336]",CHIWAN,"[113.8946, 22.455883333333333]",0.003641879
264,KOZMINO,"[132.95141666666666, 42.780483333333336]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.001260544
265,KOZMINO,"[132.95141666666666, 42.780483333333336]",NINGBO,"[121.89526166666667, 29.93238]",0.002251005
266,MONTOIR-DE-BRETAGNE,"[-2.1538466666666665, 47.29580333333333]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",0.000124538
267,MONTOIR-DE-BRETAGNE,"[-2.1538466666666665, 47.29580333333333]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",3.30E-05
268,MONTOIR-DE-BRETAGNE,"[-2.1538466666666665, 47.29580333333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",6.27E-05
269,MONTOIR-DE-BRETAGNE,"[-2.1538466666666665, 47.29580333333333]",DALIAN,"[121.98408, 38.90600333333333]",6.12E-05
270,MONTOIR-DE-BRETAGNE,"[-2.1538466666666665, 47.29580333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000584063
271,MONTOIR-DE-BRETAGNE,"[-2.1538466666666665, 47.29580333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000150667
272,MONTOIR-DE-BRETAGNE,"[-2.1538466666666665, 47.29580333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000378315
273,MONTOIR-DE-BRETAGNE,"[-2.1538466666666665, 47.29580333333333]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",5.76E-05
274,MONTOIR-DE-BRETAGNE,"[-2.1538466666666665, 47.29580333333333]",CHIWAN,"[113.8946, 22.455883333333333]",0.00012443
275,MONTOIR-DE-BRETAGNE,"[-2.1538466666666665, 47.29580333333333]",NANSHA,"[113.68256166666667, 22.643306666666668]",5.63E-05
276,MONTOIR-DE-BRETAGNE,"[-2.1538466666666665, 47.29580333333333]",NINGBO,"[121.89526166666667, 29.93238]",0.000114408
277,BAYBAY,"[124.63058666666667, 10.375448333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",2.52E-06
278,NORTH SYDNEY,"[-59.99669166666666, 46.368633333333335]",DALIAN,"[121.98408, 38.90600333333333]",7.06E-05
279,NORTH SYDNEY,"[-59.99669166666666, 46.368633333333335]",NINGBO,"[121.89526166666667, 29.93238]",2.56E-05
280,PORT ARTHUR,"[-93.70197666666667, 29.580573333333334]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",5.98E-05
281,PORT ARTHUR,"[-93.70197666666667, 29.580573333333334]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000231951
282,PORT ARTHUR,"[-93.70197666666667, 29.580573333333334]",XINSHA,"[113.545415, 22.974033333333335]",0.000517478
283,PORT ARTHUR,"[-93.70197666666667, 29.580573333333334]",DALIAN,"[121.98408, 38.90600333333333]",9.14E-05
284,PORT ARTHUR,"[-93.70197666666667, 29.580573333333334]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.001140273
285,PORT ARTHUR,"[-93.70197666666667, 29.580573333333334]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",4.50E-05
286,PORT ARTHUR,"[-93.70197666666667, 29.580573333333334]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000267758
287,PORT ARTHUR,"[-93.70197666666667, 29.580573333333334]",BAOSHAN,"[121.4827, 31.446695]",9.30E-05
288,PORT ARTHUR,"[-93.70197666666667, 29.580573333333334]",SHANGHAI,"[121.7305, 31.308273333333332]",0.000217124
289,PORT ARTHUR,"[-93.70197666666667, 29.580573333333334]",CHIWAN,"[113.8946, 22.455883333333333]",0.001059396
290,PORT ARTHUR,"[-93.70197666666667, 29.580573333333334]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.000125316
291,PORT ARTHUR,"[-93.70197666666667, 29.580573333333334]",NINGBO,"[121.89526166666667, 29.93238]",0.001424499
292,FUKUYAMA,"[133.44582333333332, 34.46257666666666]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",2.37E-05
293,FUKUYAMA,"[133.44582333333332, 34.46257666666666]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",1.07E-05
294,FUKUYAMA,"[133.44582333333332, 34.46257666666666]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000280656
295,FUKUYAMA,"[133.44582333333332, 34.46257666666666]",DALIAN,"[121.98408, 38.90600333333333]",0.000217432
296,FUKUYAMA,"[133.44582333333332, 34.46257666666666]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000922447
297,FUKUYAMA,"[133.44582333333332, 34.46257666666666]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000388326
298,FUKUYAMA,"[133.44582333333332, 34.46257666666666]",HUMEN,"[113.56296666666667, 22.871695]",0.000292745
299,FUKUYAMA,"[133.44582333333332, 34.46257666666666]",BAOSHAN,"[121.4827, 31.446695]",3.76E-05
300,FUKUYAMA,"[133.44582333333332, 34.46257666666666]",YANTIAN,"[114.26794666666666, 22.57345]",2.88E-05
301,FUKUYAMA,"[133.44582333333332, 34.46257666666666]",GUANGZHOU,"[113.43307, 23.090493333333335]",6.87E-05
302,FUKUYAMA,"[133.44582333333332, 34.46257666666666]",SHANGHAI,"[121.7305, 31.308273333333332]",0.001003847
303,FUKUYAMA,"[133.44582333333332, 34.46257666666666]",CHIWAN,"[113.8946, 22.455883333333333]",0.002241074
304,FUKUYAMA,"[133.44582333333332, 34.46257666666666]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.002024313
305,FUKUYAMA,"[133.44582333333332, 34.46257666666666]",NINGBO,"[121.89526166666667, 29.93238]",0.000523223
306,ITACOATIARA,"[-58.432968333333335, -3.1554333333333333]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",6.27E-05
307,ITACOATIARA,"[-58.432968333333335, -3.1554333333333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000187927
308,ITACOATIARA,"[-58.432968333333335, -3.1554333333333333]",XINSHA,"[113.545415, 22.974033333333335]",0.000239563
309,ITACOATIARA,"[-58.432968333333335, -3.1554333333333333]",DALIAN,"[121.98408, 38.90600333333333]",1.19E-05
310,ITACOATIARA,"[-58.432968333333335, -3.1554333333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.000274403
311,ITACOATIARA,"[-58.432968333333335, -3.1554333333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",2.78E-05
312,ITACOATIARA,"[-58.432968333333335, -3.1554333333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",2.09E-05
313,ITACOATIARA,"[-58.432968333333335, -3.1554333333333333]",CHIWAN,"[113.8946, 22.455883333333333]",0.00067118
314,ITACOATIARA,"[-58.432968333333335, -3.1554333333333333]",NINGBO,"[121.89526166666667, 29.93238]",4.29E-05
315,ITEA,"[22.423958333333335, 38.42993166666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",6.42E-06
316,COCHIN,"[76.12736666666666, 9.950533333333333]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",0.000100442
317,COCHIN,"[76.12736666666666, 9.950533333333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000101355
318,COCHIN,"[76.12736666666666, 9.950533333333333]",XINSHA,"[113.545415, 22.974033333333335]",0.000236311
319,COCHIN,"[76.12736666666666, 9.950533333333333]",DALIAN,"[121.98408, 38.90600333333333]",7.90E-05
320,COCHIN,"[76.12736666666666, 9.950533333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.001443721
321,COCHIN,"[76.12736666666666, 9.950533333333333]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",2.78E-05
322,COCHIN,"[76.12736666666666, 9.950533333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.00020015
323,COCHIN,"[76.12736666666666, 9.950533333333333]",BAOSHAN,"[121.4827, 31.446695]",8.46E-05
324,COCHIN,"[76.12736666666666, 9.950533333333333]",YANTIAN,"[114.26794666666666, 22.57345]",2.27E-05
325,COCHIN,"[76.12736666666666, 9.950533333333333]",GUANGZHOU,"[113.43307, 23.090493333333335]",0.000105909
326,COCHIN,"[76.12736666666666, 9.950533333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",0.002084976
327,COCHIN,"[76.12736666666666, 9.950533333333333]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",9.84E-05
328,COCHIN,"[76.12736666666666, 9.950533333333333]",CHIWAN,"[113.8946, 22.455883333333333]",0.000862156
329,COCHIN,"[76.12736666666666, 9.950533333333333]",NANSHA,"[113.68256166666667, 22.643306666666668]",5.59E-05
330,COCHIN,"[76.12736666666666, 9.950533333333333]",NINGBO,"[121.89526166666667, 29.93238]",0.005199691
331,HONIARA,"[159.94512, -9.094106666666667]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",0.000103518
332,HONIARA,"[159.94512, -9.094106666666667]",XINGANG,"[113.50651666666667, 23.054016666666666]",3.84E-05
333,HONIARA,"[159.94512, -9.094106666666667]",XINSHA,"[113.545415, 22.974033333333335]",4.29E-05
334,HONIARA,"[159.94512, -9.094106666666667]",DALIAN,"[121.98408, 38.90600333333333]",0.000189667
335,HONIARA,"[159.94512, -9.094106666666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.001508714
336,HONIARA,"[159.94512, -9.094106666666667]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.000479655
337,HONIARA,"[159.94512, -9.094106666666667]",HUMEN,"[113.56296666666667, 22.871695]",0.000171913
338,HONIARA,"[159.94512, -9.094106666666667]",BAOSHAN,"[121.4827, 31.446695]",3.93E-05
339,HONIARA,"[159.94512, -9.094106666666667]",YANTIAN,"[114.26794666666666, 22.57345]",4.31E-05
340,HONIARA,"[159.94512, -9.094106666666667]",GUANGZHOU,"[113.43307, 23.090493333333335]",3.31E-05
341,HONIARA,"[159.94512, -9.094106666666667]",SHANGHAI,"[121.7305, 31.308273333333332]",0.001105713
342,HONIARA,"[159.94512, -9.094106666666667]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",0.000105606
343,HONIARA,"[159.94512, -9.094106666666667]",CHIWAN,"[113.8946, 22.455883333333333]",0.001847695
344,HONIARA,"[159.94512, -9.094106666666667]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.001691982
345,HONIARA,"[159.94512, -9.094106666666667]",NINGBO,"[121.89526166666667, 29.93238]",0.000926955
346,CAMPANA,"[-58.91888, -34.156711666666666]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",0.000240305
347,CAMPANA,"[-58.91888, -34.156711666666666]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000235232
348,CAMPANA,"[-58.91888, -34.156711666666666]",XINSHA,"[113.545415, 22.974033333333335]",0.000474038
349,CAMPANA,"[-58.91888, -34.156711666666666]",DALIAN,"[121.98408, 38.90600333333333]",0.000716269
350,CAMPANA,"[-58.91888, -34.156711666666666]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.003005785
351,CAMPANA,"[-58.91888, -34.156711666666666]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",0.001159878
352,CAMPANA,"[-58.91888, -34.156711666666666]",QINGDAO,"[120.25705666666667, 36.08946666666667]",0.002503135
353,CAMPANA,"[-58.91888, -34.156711666666666]",BAOSHAN,"[121.4827, 31.446695]",0.000606936
354,CAMPANA,"[-58.91888, -34.156711666666666]",YANTIAN,"[114.26794666666666, 22.57345]",0.000874806
355,CAMPANA,"[-58.91888, -34.156711666666666]",GUANGZHOU,"[113.43307, 23.090493333333335]",6.22E-05
356,CAMPANA,"[-58.91888, -34.156711666666666]",SHANGHAI,"[121.7305, 31.308273333333332]",0.001892117
357,CAMPANA,"[-58.91888, -34.156711666666666]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",0.00014442
358,CAMPANA,"[-58.91888, -34.156711666666666]",CHIWAN,"[113.8946, 22.455883333333333]",0.001146439
359,CAMPANA,"[-58.91888, -34.156711666666666]",NANSHA,"[113.68256166666667, 22.643306666666668]",0.000485821
360,CAMPANA,"[-58.91888, -34.156711666666666]",NINGBO,"[121.89526166666667, 29.93238]",0.001223109
361,CORNWALL,"[-75.02894333333333, 44.94493666666666]",XINGANG,"[113.50651666666667, 23.054016666666666]",5.52E-05
362,CORNWALL,"[-75.02894333333333, 44.94493666666666]",DALIAN,"[121.98408, 38.90600333333333]",5.65E-05
363,CORNWALL,"[-75.02894333333333, 44.94493666666666]",QINGDAO,"[120.25705666666667, 36.08946666666667]",5.78E-05
364,CORNWALL,"[-75.02894333333333, 44.94493666666666]",SHANGHAI,"[121.7305, 31.308273333333332]",6.80E-05
365,HO-PING,"[121.83472166666667, 24.057526666666668]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",4.87E-07
366,HO-PING,"[121.83472166666667, 24.057526666666668]",XINGANG,"[113.50651666666667, 23.054016666666666]",8.51E-07
367,HO-PING,"[121.83472166666667, 24.057526666666668]",DALIAN,"[121.98408, 38.90600333333333]",1.80E-06
368,HO-PING,"[121.83472166666667, 24.057526666666668]",ZHOUSHAN,"[122.10661333333333, 29.904]",2.18E-07
369,HO-PING,"[121.83472166666667, 24.057526666666668]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",1.24E-07
370,HO-PING,"[121.83472166666667, 24.057526666666668]",QINGDAO,"[120.25705666666667, 36.08946666666667]",2.29E-06
371,HO-PING,"[121.83472166666667, 24.057526666666668]",HUMEN,"[113.56296666666667, 22.871695]",7.44E-07
372,HO-PING,"[121.83472166666667, 24.057526666666668]",YANTIAN,"[114.26794666666666, 22.57345]",6.43E-07
373,HO-PING,"[121.83472166666667, 24.057526666666668]",SHANGHAI,"[121.7305, 31.308273333333332]",6.92E-07
374,HO-PING,"[121.83472166666667, 24.057526666666668]",CHIWAN,"[113.8946, 22.455883333333333]",4.57E-06
375,HO-PING,"[121.83472166666667, 24.057526666666668]",NINGBO,"[121.89526166666667, 29.93238]",8.17E-08
376,OFUNATO,"[141.72665833333335, 39.065083333333334]",DALIAN,"[121.98408, 38.90600333333333]",1.48E-05
377,OFUNATO,"[141.72665833333335, 39.065083333333334]",ZHOUSHAN,"[122.10661333333333, 29.904]",1.27E-05
378,OFUNATO,"[141.72665833333335, 39.065083333333334]",QINGDAO,"[120.25705666666667, 36.08946666666667]",2.50E-05
379,OFUNATO,"[141.72665833333335, 39.065083333333334]",BAOSHAN,"[121.4827, 31.446695]",3.96E-06
380,OFUNATO,"[141.72665833333335, 39.065083333333334]",SHANGHAI,"[121.7305, 31.308273333333332]",1.87E-05
381,OFUNATO,"[141.72665833333335, 39.065083333333334]",CHIWAN,"[113.8946, 22.455883333333333]",7.95E-05
382,OFUNATO,"[141.72665833333335, 39.065083333333334]",NANSHA,"[113.68256166666667, 22.643306666666668]",2.72E-05
383,OFUNATO,"[141.72665833333335, 39.065083333333334]",NINGBO,"[121.89526166666667, 29.93238]",3.86E-06
384,ANCONA,"[13.393916666666666, 43.6478]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",8.18E-07
385,ANCONA,"[13.393916666666666, 43.6478]",ZHOUSHAN,"[122.10661333333333, 29.904]",6.06E-06
386,ANCONA,"[13.393916666666666, 43.6478]",QINGDAO,"[120.25705666666667, 36.08946666666667]",6.85E-07
387,ANCONA,"[13.393916666666666, 43.6478]",YANTIAN,"[114.26794666666666, 22.57345]",6.88E-06
388,ANCONA,"[13.393916666666666, 43.6478]",SHANGHAI,"[121.7305, 31.308273333333332]",1.59E-05
389,ANCONA,"[13.393916666666666, 43.6478]",CHIWAN,"[113.8946, 22.455883333333333]",8.28E-06
390,ANCONA,"[13.393916666666666, 43.6478]",NANSHA,"[113.68256166666667, 22.643306666666668]",8.27E-06
391,ANCONA,"[13.393916666666666, 43.6478]",NINGBO,"[121.89526166666667, 29.93238]",6.37E-06
392,SHIMOTSU,"[135.19960833333334, 34.14776666666667]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",1.90E-05
393,SHIMOTSU,"[135.19960833333334, 34.14776666666667]",XINGANG,"[113.50651666666667, 23.054016666666666]",2.82E-05
394,SHIMOTSU,"[135.19960833333334, 34.14776666666667]",XINSHA,"[113.545415, 22.974033333333335]",3.53E-05
395,SHIMOTSU,"[135.19960833333334, 34.14776666666667]",DALIAN,"[121.98408, 38.90600333333333]",4.15E-05
396,SHIMOTSU,"[135.19960833333334, 34.14776666666667]",ZHOUSHAN,"[122.10661333333333, 29.904]",7.40E-05
397,SHIMOTSU,"[135.19960833333334, 34.14776666666667]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",1.31E-06
398,SHIMOTSU,"[135.19960833333334, 34.14776666666667]",QINGDAO,"[120.25705666666667, 36.08946666666667]",7.18E-06
399,SHIMOTSU,"[135.19960833333334, 34.14776666666667]",BAOSHAN,"[121.4827, 31.446695]",2.40E-06
400,SHIMOTSU,"[135.19960833333334, 34.14776666666667]",YANTIAN,"[114.26794666666666, 22.57345]",1.10E-05
401,SHIMOTSU,"[135.19960833333334, 34.14776666666667]",GUANGZHOU,"[113.43307, 23.090493333333335]",9.45E-06
402,SHIMOTSU,"[135.19960833333334, 34.14776666666667]",SHANGHAI,"[121.7305, 31.308273333333332]",3.43E-05
403,SHIMOTSU,"[135.19960833333334, 34.14776666666667]",CHIWAN,"[113.8946, 22.455883333333333]",0.000986022
404,SHIMOTSU,"[135.19960833333334, 34.14776666666667]",NANSHA,"[113.68256166666667, 22.643306666666668]",4.26E-05
405,SHIMOTSU,"[135.19960833333334, 34.14776666666667]",NINGBO,"[121.89526166666667, 29.93238]",4.82E-05
406,DONGHAE,"[129.13594666666665, 37.49261333333333]",SHAJIAO,"[113.68187666666667, 22.713503333333332]",6.65E-05
407,DONGHAE,"[129.13594666666665, 37.49261333333333]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",2.82E-07
408,DONGHAE,"[129.13594666666665, 37.49261333333333]",XINGANG,"[113.50651666666667, 23.054016666666666]",0.000154407
409,DONGHAE,"[129.13594666666665, 37.49261333333333]",XINSHA,"[113.545415, 22.974033333333335]",2.65E-05
410,DONGHAE,"[129.13594666666665, 37.49261333333333]",DALIAN,"[121.98408, 38.90600333333333]",6.38E-07
411,DONGHAE,"[129.13594666666665, 37.49261333333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",2.49E-05
412,DONGHAE,"[129.13594666666665, 37.49261333333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",1.92E-06
413,DONGHAE,"[129.13594666666665, 37.49261333333333]",HUMEN,"[113.56296666666667, 22.871695]",2.57E-05
414,DONGHAE,"[129.13594666666665, 37.49261333333333]",BAOSHAN,"[121.4827, 31.446695]",2.80E-06
415,DONGHAE,"[129.13594666666665, 37.49261333333333]",YANTIAN,"[114.26794666666666, 22.57345]",0.000396975
416,DONGHAE,"[129.13594666666665, 37.49261333333333]",SHANGHAI,"[121.7305, 31.308273333333332]",8.26E-06
417,DONGHAE,"[129.13594666666665, 37.49261333333333]",CHIWAN,"[113.8946, 22.455883333333333]",0.000206226
418,DONGHAE,"[129.13594666666665, 37.49261333333333]",NANSHA,"[113.68256166666667, 22.643306666666668]",1.18E-05
419,DONGHAE,"[129.13594666666665, 37.49261333333333]",NINGBO,"[121.89526166666667, 29.93238]",3.77E-06
420,VALENCIA,"[-0.324535, 39.45468833333333]",LUHUASHAN ANCHORAGE,"[121.559435, 31.30684]",3.57E-07
421,VALENCIA,"[-0.324535, 39.45468833333333]",DALIAN,"[121.98408, 38.90600333333333]",2.92E-06
422,VALENCIA,"[-0.324535, 39.45468833333333]",ZHOUSHAN,"[122.10661333333333, 29.904]",0.001313215
423,VALENCIA,"[-0.324535, 39.45468833333333]",YANGSHAN,"[122.08211666666666, 30.608516666666667]",0.001125323
424,VALENCIA,"[-0.324535, 39.45468833333333]",QINGDAO,"[120.25705666666667, 36.08946666666667]",6.56E-05
425,VALENCIA,"[-0.324535, 39.45468833333333]",BAOSHAN,"[121.4827, 31.446695]",1.51E-05
426,VALENCIA,"[-0.324535, 39.45468833333333]",YANTIAN,"[114.26794666666666, 22.57345]",0.001929462
427,VALENCIA,"[-0.324535, 39.45468833333333]",SHANGHAI,"[121.7305, 31.308273333333332]",1.67E-05
428,VALENCIA,"[-0.324535, 39.45468833333333]",MEI SHAN,"[122.00061666666667, 29.766583333333333]",0.000122112
429,VALENCIA,"[-0.324535, 39.45468833333333]",CHIWAN,"[113.8946, 22.455883333333333]",0.000172227
